Game_ID,WL,Team,Opponent,Team_ORtg_game,Team_DRtg_game,Team_PTS,Team_FGA,Team_FTA,Team_OREB,Team_TOV,Opp_PTS,Opp_FGA,Opp_TOV,Opp_OREB,Opp_FTA,Team_DRtg_season,Team_ORtg_season,Season
,,,,8577.731237424332,8043.663247205666,7953,6528,1906,880,1115,7555,6503,1117,800,2000,98.11688311688312,104.62216048115934,2006-07
,,,,8463.420323324122,8501.740633349722,7843,6318,2245,888,1182,7881,6436,1075,843,2142,103.55457211634483,103.20008421274245,2006-07
,,,,8697.647468891873,8752.43908162563,8474,6664,2221,886,1233,8480,6719,1167,955,2320,106.64252119017078,106.08093898030104,2006-07
,,,,8487.017519314195,8450.635857841966,7759,6288,2019,817,1142,7834,6517,1116,921,2039,102.95485966913563,103.43457719666833,2006-07
,,,,8579.130254171188,8994.80863452076,8172,6714,1919,941,1194,8531,6673,1238,1062,2109,109.69581944615892,104.61686569304192,2006-07
,,,,8339.379089678861,8692.328892348041,7877,6503,1892,819,1232,8178,6689,1117,957,1987,105.88765395013516,101.65864788965062,2006-07
,,,,8559.012848785049,8556.707657941586,8001,6379,2153,822,1157,8064,6476,1135,867,2261,104.20166329837546,104.43370071998038,2006-07
,,,,8500.098238445937,8751.312282653395,7994,6356,2396,1032,1333,8228,6566,1093,885,2135,106.67150672855033,103.66685513613893,2006-07
,,,,8442.136942949657,8418.77829693063,7771,6090,2393,920,1334,7707,6191,1162,865,2327,102.5974855828368,102.83290017626229,2006-07
,,,,8241.759058993182,8513.405582666834,7840,6561,2125,990,1303,8040,6416,1228,915,2311,103.79765138448509,100.39697784607505,2006-07
,,,,8341.16574411562,8590.091892552555,7785,6408,2135,899,1207,8033,6570,1226,969,1926,104.67213242920656,101.69292264284036,2006-07
,,,,9193.219909721522,8524.340397697539,9037,6855,1827,737,1147,8438,7087,1198,1008,1901,104.00027608511309,111.99819553643134,2006-07
,,,,8418.29437560407,8854.425479134783,7717,6392,2006,923,1173,8069,6292,1089,850,2157,107.87317782697511,102.55640136936785,2006-07
,,,,8543.110688781057,8675.901367515165,8303,6532,2473,797,1153,8451,6671,1294,907,2115,105.78824825376161,104.09823322618014,2006-07
,,,,8813.98149241146,8043.76527195739,8079,6328,1980,761,1089,7388,6463,1131,829,1756,98.01476324154511,107.33074715697735,2006-07
,,,,8625.97028894373,8900.428306328648,8130,6628,1911,928,1189,8367,6568,1173,954,2124,108.35893265091511,105.17682125373875,2006-07
,,,,8675.007286843893,8503.685486419336,8157,6547,1982,755,1060,8076,6593,1193,848,1911,103.82010685397823,105.60480989321705,2006-07
,,,,8800.306427845397,8614.433569484767,8322,6471,2462,1030,1236,8087,6191,1202,813,2534,105.09476332560534,107.23839861448297,2006-07
,,,,8596.748164387765,9043.451716333211,8331,6448,2410,866,1292,8753,6761,1211,965,2113,110.2848531887228,104.99848759830611,2006-07
,,,,8784.092905793324,8908.414790184921,8556,6820,2425,998,1085,8598,6700,1242,973,2146,108.65334553229778,107.2987208427389,2006-07
,,,,8767.456632408028,8349.909772842857,7872,6484,1988,948,961,7531,6337,1143,973,2006,101.91294839802751,106.78647588351159,2006-07
,,,,8319.80467511262,8650.063843283117,7945,6643,2136,920,1173,8252,6450,1250,929,2404,105.40622014214256,101.39308612733286,2006-07
,,,,8584.359356192906,8732.194644797268,8054,6552,2227,1008,1170,8203,6733,1079,968,1943,106.54741184477822,104.68060328468862,2007-08
,,,,8905.949508167056,7943.018606774678,8245,6286,2176,830,1181,7404,6341,1256,899,2160,96.80456043093982,108.56626690052195,2007-08
,,,,8533.687325001556,8554.116751290063,7903,6697,2061,1092,1081,7932,6462,1052,814,2070,104.2203184947706,104.08490103834666,2007-08
,,,,8997.557077718238,8492.323084146446,8270,6796,1707,937,926,7837,6604,1089,815,1579,103.48934866547995,109.73875011942549,2007-08
,,,,8331.92349933546,8606.268459243021,7981,6861,2029,1050,1155,8234,6583,1201,914,2217,104.95215079255827,101.5554616758878,2007-08
,,,,8967.888668119389,8517.895737194493,8234,6515,2075,883,988,7862,6551,949,882,2168,103.83099662965272,109.30572149210143,2007-08
,,,,8842.305848498427,8538.993898547073,9074,7038,2519,918,1181,8770,7303,1282,1042,2028,103.96760288880564,107.90357411265542,2007-08
,,,,8982.866882734763,8809.965687004653,9105,7406,2044,1045,1063,8924,6998,1325,1053,2378,107.30707813071166,109.39091905192133,2007-08
,,,,8585.89573577767,8135.023928808237,7931,6698,1848,1002,1071,7547,6594,1061,894,1912,99.27284972403015,104.62895046516412,2007-08
,,,,8144.176652938144,8771.99941575771,7692,6445,2178,800,1128,8288,6670,1080,916,2096,106.85589925015213,99.49141931778792,2007-08
,,,,9099.280533286701,8487.527660626005,8904,6818,2270,898,1118,8309,7022,1124,988,1995,103.39978595783869,110.7903643241091,2007-08
,,,,8096.655475874879,8860.491332853231,7491,6336,1903,743,1151,8200,6477,1104,916,2105,108.01981241437453,98.8086507362834,2007-08
,,,,8432.335113941033,9066.301044848655,7956,6745,1980,1055,1172,8521,6562,1081,872,2141,110.4752471139784,102.88108415662337,2007-08
,,,,8306.991355939515,8990.532367511994,7839,6817,1693,964,1143,8395,6481,1064,871,2266,109.43757300183546,101.26703285914336,2007-08
,,,,8369.924286142852,8800.719290514913,7857,6450,2237,913,1178,8272,6543,1050,896,2311,107.23582547732387,102.04850323666628,2007-08
,,,,8376.88133330178,9021.567101743252,7948,6757,2095,1029,1132,8490,6711,1012,924,2078,110.06933460559137,102.1357526536277,2007-08
,,,,9002.302852146791,8479.750466881895,8567,6446,2288,768,1134,8119,6855,1043,900,1975,103.20325409940257,109.57036445863262,2007-08
,,,,8535.706519216435,8654.989796223032,8527,6993,2042,904,1207,8642,6817,1233,929,2443,105.44270807914181,104.05785357948278,2007-08
,,,,8515.471502007824,8556.701290109117,7923,6648,2137,1067,1112,7889,6504,1226,923,1726,104.26303519224363,103.79548503395657,2007-08
,,,,9172.074449094456,8655.782277919316,9026,6782,1977,720,1139,8612,7384,1051,1101,1879,105.52938696886073,111.83414943599708,2007-08
,,,,8610.937088073571,8687.983947786186,7820,6546,1841,901,995,7900,6616,991,957,1828,105.9788149690381,104.96587937782883,2007-08
,,,,8638.349269619455,8847.256976841043,8408,6558,2272,829,1258,8593,6732,1204,970,2287,107.78597841520869,105.27528334677237,2007-08
,,,,8647.202927010489,8212.306706002655,7820,6424,1774,771,981,7427,6431,1009,776,1710,100.1429264872445,105.46815994475733,2007-08
,,,,8065.154673233887,8806.873281215898,7999,7032,1866,971,1250,8717,7136,1033,961,2048,107.49625113452507,98.3640021446033,2007-08
,,,,8894.490655823049,8595.096382821974,8215,6726,1658,790,918,7977,6569,1092,830,1732,105.0561827348059,108.32700381880709,2007-08
,,,,9135.59631200512,8582.271643654423,8710,6592,2298,942,1169,8146,6286,1262,844,2468,104.57103538932364,111.23712024847639,2007-08
,,,,8434.959631150046,9005.482041876936,8257,6737,2097,848,1211,8766,7076,1055,932,1791,109.75279953524709,102.92071975948187,2007-08
,,,,8755.75119676096,8815.000834334152,8104,6695,1991,1007,1032,8131,6537,1102,900,1880,107.46477756337394,106.68716857731133,2007-08
,,,,8906.848095759467,8267.48836143089,7992,6551,1965,974,910,7386,6239,1047,865,2047,100.87848690464483,108.71102889166984,2007-08
,,,,8440.697821396048,8818.29862750876,7959,6554,2115,892,1135,8318,6684,1132,999,2102,107.44160333149055,102.99446141104612,2007-08
,,,,8802.171034990562,8653.355205782998,8046,6451,2085,870,1000,7917,6609,1057,955,1800,105.51779288284686,107.30289128347381,2008-09
,,,,8917.545375013859,8210.192867352082,8275,6333,2075,869,1230,7659,6418,1136,834,2110,100.1385910778725,108.78138556592612,2008-09
,,,,9068.382381667907,8193.880710549105,8223,6454,2012,886,982,7491,6444,1096,878,1895,99.93596413991837,110.59435555890295,2008-09
,,,,8792.837452472078,8614.66559981536,7857,6366,1833,802,960,7730,6329,1029,822,1879,104.98780348673596,107.18202801438369,2008-09
,,,,8689.263530472424,8741.063880849542,8378,6846,2052,970,1137,8401,6864,1125,1017,2077,106.53218157009745,105.83788536460888,2008-09
,,,,8912.425094416949,8696.476354057404,8343,6770,1852,909,1001,8181,6752,1015,884,1907,105.94295837390962,108.67696251602214,2008-09
,,,,8850.13548863839,8577.958902952232,8555,6510,2487,905,1226,8275,6738,1206,991,2228,104.30689799478655,107.9457129590374,2008-09
,,,,8772.13964472584,9062.316656422116,8905,7055,2392,953,1166,9212,7273,1191,1165,2346,110.57177563003827,107.02507547641483,2008-09
,,,,8721.28818411427,8355.664847508555,8070,6526,1903,862,1093,7742,6735,975,873,1730,101.89255349951303,106.26362860664287,2008-09
,,,,8213.31515804368,8982.003906757995,7799,6696,1839,890,1165,8518,6805,1047,962,2035,109.40992113443112,100.24215440299429,2008-09
,,,,9029.941749420099,8411.565253693987,8768,6981,2087,1015,1076,8140,6825,1215,959,1931,102.63988782746412,110.14687925550356,2008-09
,,,,8658.566163217869,8642.82066345099,8061,6646,1871,828,979,8040,6412,1198,896,2086,105.34812050567098,105.78406979307739,2008-09
,,,,8549.27204090218,8676.430332722794,8142,6755,2067,973,1117,8231,6233,1286,831,2480,105.80779514603043,104.27125381636375,2008-09
,,,,8478.781491138578,8990.530882673034,8019,6766,1957,975,1106,8422,6561,996,813,2145,109.55019641509926,103.36320326678766,2008-09
,,,,8716.336921052643,8937.203461467565,8044,6536,1980,850,1015,8244,6385,1052,872,2281,108.92313546423136,106.23068593011277,2008-09
,,,,8675.307055788007,8948.567300475223,8627,7091,1900,911,1140,8841,7041,1140,954,1998,109.06574292016401,105.77488965179009,2008-09
,,,,8823.6121970058,8178.074989548537,8286,6416,2253,819,1107,7737,6785,1022,864,1882,99.56145091801912,107.67583414334946,2008-09
,,,,8693.150861694747,8799.731324892844,8617,7080,1890,924,1146,8708,6862,1097,909,2431,107.24613406505708,105.94324776236844,2008-09
,,,,8656.454049047134,8667.849564692999,7987,6532,2216,1039,1107,7981,6489,1218,935,1792,105.562080714452,105.43838712402838,2008-09
,,,,9141.965033162776,8976.60627527176,8974,6695,2251,900,1263,8816,7025,1107,993,2108,109.29124331186186,111.49986829745887,2008-09
,,,,9156.265104088316,8628.379693018473,8153,6494,1988,1060,994,7715,6302,1039,786,1780,105.13477419530675,111.64333289514045,2008-09
,,,,8473.363667789828,9241.829041408484,8248,6685,2107,840,1213,8966,6792,1125,1018,2412,112.63422894672046,103.29264077504546,2008-09
,,,,8772.910985456963,8408.503976947533,7958,6534,1641,728,913,7650,6568,924,745,1635,102.45901639344262,106.94741595260878,2008-09
,,,,8258.322158179457,8802.965916937326,7952,6716,2069,999,1272,8452,6799,1109,884,1930,107.35152161763958,100.66638309939032,2008-09
,,,,8605.431039476263,8837.702407254896,8121,6673,1861,802,1054,8352,6827,1045,895,1759,107.7543942943842,104.87045186884026,2008-09
,,,,8839.901609184175,8630.503026142957,8492,6623,2352,940,1169,8275,6509,1283,908,2233,105.19263918479835,107.67248899438053,2008-09
,,,,8372.645214614584,8821.406782025651,7698,6311,2077,847,1164,8146,6378,1141,842,2043,107.52489466625835,102.07004089166098,2008-09
,,,,8430.19113133724,9172.354693778183,7877,6655,1948,956,1108,8489,6565,1098,934,1959,111.83038772434581,102.77761830451506,2008-09
,,,,8630.174685060885,8690.546780093035,7727,6559,1849,949,921,7767,6380,919,861,2039,105.88726080958016,105.20711928284337,2008-09
,,,,8396.502443961706,8547.44764759155,7677,6299,1965,886,1221,7781,6349,1154,877,1928,104.10311573494312,102.37911076734324,2008-09
,,,,8977.640179396778,8607.63847228287,8338,6801,1914,969,941,7956,6623,1069,922,1852,104.89289217495862,109.49211835338981,2009-10
,,,,8726.830519494528,8350.443156461424,8136,6294,2090,716,1152,7836,6390,1228,868,2152,101.80748563054122,106.35850240535453,2009-10
,,,,9011.545014392454,8392.605725962147,8373,6391,2180,791,1069,7838,6633,991,794,1907,102.20261100418824,109.76377126976219,2009-10
,,,,8680.40060298473,8865.890436757923,8220,6842,1661,852,1049,8422,6730,1128,870,1841,108.00149781227077,105.79368429723134,2009-10
,,,,8329.300220916964,8477.339617124393,7993,6825,1962,937,1121,8127,6885,1037,916,1958,103.29811681444724,101.53348204078107,2009-10
,,,,8834.385282837093,8544.850048270568,8364,6760,1870,834,1015,8141,6805,1127,922,1849,104.05748789553606,107.73075040572917,2009-10
,,,,8943.38147133958,8666.788487259802,8729,6678,2508,889,1108,8394,6766,1170,955,2207,105.55728815605477,109.10540814847035,2009-10
,,,,8684.772026185761,9021.022764602922,8922,7094,2085,753,1172,9217,7033,1401,1100,2390,109.91461553138714,105.83127728221675,2009-10
,,,,8635.604858935332,8708.290098822736,8395,6923,2022,971,1132,8425,6810,1163,875,1917,106.0885376529312,105.28388397828857,2009-10
,,,,8348.065522619101,8848.403685647934,7849,6601,1867,927,1224,8370,6792,1013,879,1910,107.77194066749074,101.67783322192687,2009-10
,,,,8722.525190080712,8373.630865609439,8339,6875,1985,973,1066,7952,6840,1097,914,1776,101.89071861658235,106.34580559593951,2009-10
,,,,8655.484949697959,8347.025590953746,7914,6518,1931,875,1011,7727,6408,1125,856,2091,101.71066625949052,105.4688124696814,2009-10
,,,,8422.999992452673,8332.730937063474,8009,6998,1675,965,1040,7870,6361,1202,790,2211,101.60292492486289,102.54801536491678,2009-10
,,,,8164.472049369804,9019.270004950107,8051,6923,1926,962,1280,8838,6961,1118,917,1981,110.01239786696941,99.53711716968908,2009-10
,,,,8121.77374169252,8927.036670274643,7575,6554,2015,897,1108,8323,6593,1093,925,2021,108.79397247668048,98.99890219039155,2009-10
,,,,8681.406889513579,8990.97665700097,8373,6876,1759,836,1101,8686,6902,1144,959,1896,109.65454903525206,105.78701597986598,2009-10
,,,,9025.077643860819,8296.609667297289,8426,6394,2176,810,1117,7812,6739,986,800,1830,101.0581873690202,110.02240665200745,2009-10
,,,,8372.981568844745,8614.031404456697,8263,6823,2019,785,1168,8510,6875,1161,969,2346,105.07158696371512,102.08342599044272,2009-10
,,,,8535.556642735324,8911.135662735627,8014,6706,1808,941,1135,8334,6573,1119,888,1983,108.56481843335261,104.13851175749006,2009-10
,,,,9309.802426394494,8818.29439903846,9039,6788,2117,910,1157,8637,7165,1022,1081,2114,107.4767052920798,113.46290959118708,2009-10
,,,,8954.20433141015,8592.196888889452,8045,6453,2033,913,945,7774,6352,1051,801,1870,104.70315698739361,109.01793070552013,2009-10
,,,,8461.276703713282,8850.386217074001,8200,6895,1969,977,1165,8558,6828,1081,909,2149,107.70795261756253,103.15295822556784,2009-10
,,,,8847.368692956497,8409.76748709615,8312,6659,1969,887,1062,7895,6691,989,814,1896,102.52927181490448,107.94300526209163,2009-10
,,,,8747.316871819414,8393.174667972842,8322,6629,2210,960,1164,8036,6718,1183,937,2018,102.34439474676257,106.61849488815436,2009-10
,,,,8970.224934802964,9097.503307806877,8534,6631,2118,806,1057,8680,6824,984,933,2146,111.00823097896982,109.21534901816246,2009-10
,,,,8904.824598067245,8507.377367534806,8547,6575,2233,872,1196,8109,6471,1181,837,2286,103.68451470686013,108.44354896009906,2009-10
,,,,8662.824410226125,8877.850522182429,8404,6875,2202,1070,1187,8528,6849,1127,907,1858,108.13387907467425,105.56621880998081,2009-10
,,,,8376.540930047964,8836.470612078838,7892,6700,1895,966,1158,8284,6664,1048,935,2088,107.64424901113867,102.15123352921381,2009-10
,,,,8475.683491106889,9003.243656108845,7709,6602,1998,1053,1036,8128,6172,1121,814,2124,109.63693556132277,103.28076183126744,2009-10
,,,,8396.909269887808,8299.195948465875,7813,6306,2180,858,1220,7693,6536,1197,868,1710,100.99246462047418,102.43601846024752,2009-10
,,,,8543.537091461296,8642.990165602736,7790,6429,1728,762,1048,7857,6537,976,839,1782,105.34882972561303,104.2095856765998,2010-11
,,,,8620.10223724018,8099.491346663309,7913,6219,1895,639,1115,7473,6371,1193,862,1975,98.70558710870426,105.10307087450855,2010-11
,,,,8195.882643250208,9004.2824765812,7827,6647,2075,856,1125,8566,6804,1068,894,1894,109.66080170418466,99.97445395325073,2010-11
,,,,8597.448430496723,8482.753348936587,7784,6416,1897,824,1001,7711,6306,1125,769,1805,103.41729030873634,104.79719104754109,2010-11
,,,,8725.787145112849,8044.122598704314,8087,6587,2008,967,1104,7487,6523,1098,828,1898,98.15000288406578,106.30271100174564,2010-11
,,,,8864.597404138465,8449.24869165919,8220,6463,1850,780,1107,7873,6656,1068,880,1830,102.9257961616901,108.10099947396107,2010-11
,,,,9006.576566278292,8660.213240510608,8811,6613,2429,791,1130,8421,6876,1077,864,2036,105.46235115543955,109.85243293652971,2010-11
,,,,8692.78087310604,8898.435172046331,8477,7047,1695,955,1157,8668,6788,1257,1051,2262,108.49538381431117,106.03142042327514,2010-11
,,,,8929.06566719907,8745.152530661533,8685,6975,2083,962,1048,8506,6979,1092,955,1954,106.64814387594411,108.86842026093322,2010-11
,,,,8423.883655250816,8802.70558685067,8089,6594,2187,955,1273,8346,6688,1063,914,2167,107.13075445928878,102.72685248683054,2010-11
,,,,8896.626257894844,8360.719227185435,8321,6757,1979,989,1031,7820,6888,1071,1002,1628,101.91155849097913,108.49100884512683,2010-11
,,,,9028.21830055903,8326.150724141207,8369,6301,2288,790,1084,7757,6614,1018,864,1980,101.54204628756936,110.09350515409672,2010-11
,,,,8203.463859987009,8255.014094421229,7534,6544,1881,862,1026,7603,6342,1200,836,1946,100.53899373730535,99.97823675228648,2010-11
,,,,8333.034773800206,8937.683977115841,8288,7014,1977,1085,1356,8832,6902,1133,913,2227,109.01173554779879,101.6323967979909,2010-11
,,,,8307.538395966309,8840.405422344716,7722,6638,1881,909,1069,8234,6602,964,849,2115,107.66776505047335,101.26363164272114,2010-11
,,,,8923.866668871258,8860.853924081126,8734,6867,2087,847,1094,8670,6870,1173,964,2165,107.94860301807859,108.73624923433943,2010-11
,,,,8718.674415333311,8222.330061301607,8135,6411,2101,864,1180,7687,6569,1058,805,1940,100.14852259106779,106.31985613165625,2010-11
,,,,8418.303094199526,8537.455031573129,8183,6787,2035,914,1210,8271,6837,1098,931,2157,103.99744501501306,102.56442394465056,2010-11
,,,,8606.584466802928,8481.632890776644,8119,6776,1851,850,1001,7996,6638,1109,881,1987,103.3037564532549,104.87712880291005,2010-11
,,,,8834.286382002862,8866.87986374708,8611,6844,1939,821,1116,8684,7018,1131,985,1964,108.16924426020408,107.74308822646194,2010-11
,,,,8730.616287385994,8605.328565707925,7896,6599,1835,996,1018,7771,6218,1236,868,1869,104.89501050164948,106.29476064832267,2010-11
,,,,8296.114678629947,8777.810974766478,8151,6979,1981,1071,1282,8589,6826,1154,868,2085,106.96938750093408,101.10845932093223,2010-11
,,,,9022.432164091882,8465.135543201188,8502,6628,1984,829,1054,8034,6860,1062,884,1698,103.19686787101547,110.04457698460774,2010-11
,,,,8977.08293793817,8600.508879759953,8596,6609,2401,903,1104,8285,6823,1093,932,2093,104.8081448009594,109.27433502321253,2010-11
,,,,8530.31569957348,9065.376787018164,8124,6755,1976,963,1152,8639,6668,1097,912,2175,110.6145966709347,103.97468976532743,2010-11
,,,,8666.796001475788,8871.358211077018,8153,6590,2061,898,1112,8303,6460,1143,925,2285,108.06413827211912,105.73426500874093,2010-11
,,,,8619.521340061727,8485.47918975333,8195,6801,1981,970,1101,8003,6489,1302,905,1948,103.35626982405024,105.0150955195268,2010-11
,,,,8216.75798861702,8860.794114215068,7977,6888,1999,1013,1209,8584,6741,1229,994,2202,108.04442609580008,100.16876874161808,2010-11
,,,,8647.823124726427,9000.254570391564,7951,6647,1854,931,1001,8246,6405,1115,866,1962,109.69393184768958,105.55228097005613,2010-11
,,,,8346.247466110279,8673.398806766761,7650,6365,1999,848,1123,7978,6492,1028,804,1908,105.59167337258057,101.73467596508307,2010-11
,,,,6809.195899069651,6562.752341977333,6375,5348,1385,652,875,6148,5366,952,712,1324,99.34459712760318,103.14866351692447,2011-12
,,,,6585.856888501136,6373.849102234508,6062,5086,1308,509,929,5896,5262,969,781,1498,96.51144518359436,99.67902761151817,2011-12
,,,,6531.429805837022,7046.591043767175,6140,5360,1645,841,965,6615,5431,882,752,1464,106.60482566122388,98.90782563871258,2011-12
,,,,6558.084356379933,6794.807425828095,5916,5103,1397,724,965,6164,5188,874,731,1487,102.98599230111206,99.28373398135157,2011-12
,,,,6948.5109534163585,6328.892480195096,6359,5462,1394,915,887,5819,5420,828,750,1279,96.0110613190425,105.15332310297387,2011-12
,,,,6707.959000088067,6633.638663024032,6322,5412,1334,665,893,6259,5390,922,725,1456,100.50356154177184,101.52626642856225,2011-12
,,,,7063.790479614111,6881.892845201783,6872,5404,1760,738,987,6682,5569,986,730,1356,104.05441600588011,106.9172604785761,2011-12
,,,,6833.015659511276,7037.014978070173,6453,5443,1235,640,887,6678,5431,946,869,1725,106.55816179990425,103.52295697372222,2011-12
,,,,6836.558124547897,6790.809194367653,6474,5543,1301,769,913,6459,5427,929,729,1490,102.80775475121764,103.42778267704459,2011-12
,,,,7015.365050712479,6844.685114794501,6438,5366,1538,800,816,6269,5098,927,712,1678,103.59723167837761,106.26006813320305,2011-12
,,,,6865.82818938071,6743.434517989551,6422,5319,1589,799,960,6328,5703,722,758,1215,102.03818369453043,103.92998401077169,2011-12
,,,,6929.010717276727,6482.436775181517,6500,5212,1598,686,971,6105,5267,1043,727,1457,98.08678551689567,104.83668058037587,2011-12
,,,,6793.633443876937,6794.285787130258,6535,5652,1415,820,903,6517,5453,1019,813,1535,102.8826723920182,102.79036114256952,2011-12
,,,,6737.654646431085,6859.43838434892,6464,5434,1662,797,970,6609,5656,851,771,1402,104.03155734092255,101.98350341102002,2011-12
,,,,6644.255119041931,7108.907097537188,6144,5320,1433,783,943,6539,5294,911,780,1494,107.5076121768524,100.54790754305688,2011-12
,,,,6760.887745545375,6560.952738092973,6458,5335,1634,743,1009,6247,5238,1068,717,1590,99.33848551346881,102.18419103918379,2011-12
,,,,6818.609775392154,6750.44852669548,6215,5162,1508,742,929,6163,5287,839,667,1302,102.17378329807622,103.3676395255234,2011-12
,,,,6897.848164047189,6673.003792041407,6449,5375,1724,826,873,6231,5304,948,794,1617,100.99716669800372,104.34329575313564,2011-12
,,,,6751.3487902421575,6430.154420640672,6180,5516,1198,704,707,5900,5302,872,706,1352,97.31348797931017,102.21431265009626,2011-12
